,model,seed,b,pion,metric,value
289,B,61453,5.0,-211,eta_w1,0.037049169474906433
290,B,61453,5.0,-211,e_kl_0,0.02136533811216685
291,B,61453,5.0,-211,e_w1_0,0.025535405576229093
292,B,61453,5.0,-211,eta_kl_0,0.02140933820685624
293,B,61453,5.0,-211,eta_w1_0,0.14202752040757333
294,B,61453,5.0,-211,v1,0.018535904063836647
295,B,61453,5.0,-211,v2,0.0014268880804354205
296,B,61453,5.0,-211,v3,0.009439927892353409
297,B,61453,5.0,-211,pt,5.7275
298,B,61453,5.0,-211,e,4.1825
299,B,61453,5.0,111,e_kl,0.025363458740920993
300,B,61453,5.0,111,e_w1,0.030849620007488764
301,B,61453,5.0,111,eta_kl,0.0035197373858876714
302,B,61453,5.0,111,eta_w1,0.03497235969880724
303,B,61453,5.0,111,e_kl_0,0.08644480647256125
304,B,61453,5.0,111,e_w1_0,0.08444087833166122
305,B,61453,5.0,111,eta_kl_0,0.014873597265382014
306,B,61453,5.0,111,eta_w1_0,0.12251439803047105
307,B,61453,5.0,111,v1,0.0455563583765216
308,B,61453,5.0,111,v2,0.03418327254459544
309,B,61453,5.0,111,v3,0.006524470628589798
310,B,61453,5.0,111,pt,5.7275
311,B,61453,5.0,111,e,4.1825
