,model,seed,b,pion,metric,value
345,learn_4,61453,1.7,111,eta_w1_0,0.13446162277767143
346,learn_4,61453,1.7,111,v1,0.014138340053875948
347,learn_4,61453,1.7,111,v2,0.0067632724258947655
348,learn_4,61453,1.7,111,v3,0.0017111026754142355
349,learn_4,61453,1.7,111,pt,8.73
350,learn_4,61453,1.7,111,e,8.5725
351,learn_4,61453,5.0,211,e_kl,0.03638103270478371
352,learn_4,61453,5.0,211,e_w1,0.04766424384830117
353,learn_4,61453,5.0,211,eta_kl,0.0028986519028966168
354,learn_4,61453,5.0,211,eta_w1,0.0244785525376421
355,learn_4,61453,5.0,211,e_kl_0,0.08108458924022906
356,learn_4,61453,5.0,211,e_w1_0,0.10375393509864808
357,learn_4,61453,5.0,211,eta_kl_0,0.021892302521739754
358,learn_4,61453,5.0,211,eta_w1_0,0.12455408844107298
359,learn_4,61453,5.0,211,v1,0.03236373926133764
360,learn_4,61453,5.0,211,v2,0.0024735599973813084
361,learn_4,61453,5.0,211,v3,0.11794257742626081
362,learn_4,61453,5.0,211,pt,8.6525
363,learn_4,61453,5.0,211,e,7.745
364,learn_4,61453,5.0,-211,e_kl,0.03960557326537197
365,learn_4,61453,5.0,-211,e_w1,0.04622067721404504
366,learn_4,61453,5.0,-211,eta_kl,0.004064771102398744
367,learn_4,61453,5.0,-211,eta_w1,0.030074232332899582
368,learn_4,61453,5.0,-211,e_kl_0,0.04242294072765736
369,learn_4,61453,5.0,-211,e_w1_0,0.06542749106884002
370,learn_4,61453,5.0,-211,eta_kl_0,0.020881683640904935
371,learn_4,61453,5.0,-211,eta_w1_0,0.15624567187507638
372,learn_4,61453,5.0,-211,v1,0.0027340311135500583
373,learn_4,61453,5.0,-211,v2,0.006721425734575181
374,learn_4,61453,5.0,-211,v3,0.049411088581591225
375,learn_4,61453,5.0,-211,pt,8.6525
376,learn_4,61453,5.0,-211,e,7.745
377,learn_4,61453,5.0,111,e_kl,0.04119736948480211
378,learn_4,61453,5.0,111,e_w1,0.0467393105642796
379,learn_4,61453,5.0,111,eta_kl,0.0036826639543101813
380,learn_4,61453,5.0,111,eta_w1,0.0374725191135483
381,learn_4,61453,5.0,111,e_kl_0,0.1493476244649189
382,learn_4,61453,5.0,111,e_w1_0,0.1330282497406006
383,learn_4,61453,5.0,111,eta_kl_0,0.03718140215649492
384,learn_4,61453,5.0,111,eta_w1_0,0.24433520157122984
385,learn_4,61453,5.0,111,v1,0.03267244072404411
386,learn_4,61453,5.0,111,v2,0.06797877772749855
387,learn_4,61453,5.0,111,v3,0.00540466057866522
388,learn_4,61453,5.0,111,pt,8.6525
389,learn_4,61453,5.0,111,e,7.745
390,learn_5,61453,1.7,211,e_kl,0.034589635081627025
391,learn_5,61453,1.7,211,e_w1,0.03183380290156319
392,learn_5,61453,1.7,211,eta_kl,0.002134574273486557
393,learn_5,61453,1.7,211,eta_w1,0.022158079403451724
394,learn_5,61453,1.7,211,e_kl_0,0.12343331634952438
395,learn_5,61453,1.7,211,e_w1_0,0.06364918857812882
396,learn_5,61453,1.7,211,eta_kl_0,0.048084872070118745
